HLT,Sequence,Stream Name,Seed
HLT_Dimuon0_Jpsi_L1_4R_0er1p5R_v7,340,DQM,L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu4_SQ_OS_dR_Max1p2
HLT_Dimuon0_Jpsi_NoVertexing_L1_4R_0er1p5R_v7,341,PhysicsMuons,L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu4_SQ_OS_dR_Max1p2
HLT_Dimuon0_Jpsi_NoVertexing_L1_4R_0er1p5R_v7,341,DQM,L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu4_SQ_OS_dR_Max1p2
HLT_Dimuon0_Jpsi3p5_Muon2_v6,342,PhysicsMuons,L1_TripleMu_5SQ_3SQ_0OQ_DoubleMu_5_3_SQ_OS_Mass_Max9
HLT_Dimuon0_Jpsi3p5_Muon2_v6,342,DQM,L1_TripleMu_5SQ_3SQ_0OQ_DoubleMu_5_3_SQ_OS_Mass_Max9
HLT_Dimuon0_Upsilon_L1_4p5_v9,343,DQM,L1_DoubleMu4p5_SQ_OS
HLT_Dimuon0_Upsilon_L1_4p5_v9,343,PhysicsMuons,L1_DoubleMu4p5_SQ_OS
HLT_Dimuon0_Upsilon_L1_5_v9,344,PhysicsMuons,L1_DoubleMu4p5_SQ_OS
HLT_Dimuon0_Upsilon_L1_5_v9,344,DQM,L1_DoubleMu4p5_SQ_OS
HLT_Dimuon0_Upsilon_L1_4p5NoOS_v8,345,PhysicsMuons,L1_DoubleMu4p5_SQ_OS
HLT_Dimuon0_Upsilon_L1_4p5NoOS_v8,345,DQM,L1_DoubleMu4p5_SQ_OS
HLT_Dimuon0_Upsilon_L1_4p5er2p0_v9,346,PhysicsMuons,L1_DoubleMu4p5er2p0_SQ_OS
HLT_Dimuon0_Upsilon_L1_4p5er2p0_v9,346,DQM,L1_DoubleMu4p5er2p0_SQ_OS
HLT_Dimuon0_Upsilon_L1_4p5er2p0M_v7,347,DQM,L1_DoubleMu4p5er2p0_SQ_OS_Mass7to18
HLT_Dimuon0_Upsilon_L1_4p5er2p0M_v7,347,PhysicsMuons,L1_DoubleMu4p5er2p0_SQ_OS_Mass7to18
HLT_Dimuon0_Upsilon_NoVertexing_v7,348,PhysicsMuons,L1_DoubleMu4p5er2p0_SQ_OS_Mass7to18
HLT_Dimuon0_Upsilon_NoVertexing_v7,348,DQM,L1_DoubleMu4p5er2p0_SQ_OS_Mass7to18
HLT_Dimuon0_Upsilon_L1_5M_v8,349,PhysicsMuons,L1_DoubleMu4p5er2p0_SQ_OS_Mass7to18
HLT_Dimuon0_Upsilon_L1_5M_v8,349,DQM,L1_DoubleMu4p5er2p0_SQ_OS_Mass7to18
HLT_Dimuon0_LowMass_L1_0er1p5R_v7,350,PhysicsMuons,L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4
HLT_Dimuon0_LowMass_L1_0er1p5R_v7,350,DQM,L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4
HLT_Dimuon0_LowMass_L1_0er1p5_v8,351,PhysicsMuons,L1_DoubleMu0er1p5_SQ_OS
HLT_Dimuon0_LowMass_L1_0er1p5_v8,351,DQM,L1_DoubleMu0er1p5_SQ_OS
HLT_Dimuon0_LowMass_v8,352,PhysicsMuons,L1_DoubleMu0_SQ_OS
HLT_Dimuon0_LowMass_v8,352,DQM,L1_DoubleMu0_SQ_OS
HLT_Dimuon0_LowMass_L1_4_v8,353,DQM,L1_DoubleMu4_SQ_OS
HLT_Dimuon0_LowMass_L1_4_v8,353,PhysicsMuons,L1_DoubleMu4_SQ_OS
HLT_Dimuon0_LowMass_L1_4R_v7,354,PhysicsMuons,L1_DoubleMu4_SQ_OS_dR_Max1p2 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2
HLT_Dimuon0_LowMass_L1_4R_v7,354,DQM,L1_DoubleMu4_SQ_OS_dR_Max1p2 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2
HLT_Dimuon0_LowMass_L1_TM530_v6,355,PhysicsMuons,L1_TripleMu_5SQ_3SQ_0OQ
HLT_Dimuon0_LowMass_L1_TM530_v6,355,DQM,L1_TripleMu_5SQ_3SQ_0OQ
HLT_Dimuon0_Upsilon_Muon_L1_TM0_v6,356,DQM,L1_TripleMu0
HLT_Dimuon0_Upsilon_Muon_L1_TM0_v6,356,PhysicsMuons,L1_TripleMu0
HLT_Dimuon0_Upsilon_Muon_NoL1Mass_v6,357,PhysicsMuons,L1_TripleMu_5_3p5_2p5
HLT_Dimuon0_Upsilon_Muon_NoL1Mass_v6,357,DQM,L1_TripleMu_5_3p5_2p5
HLT_TripleMu_5_3_3_Mass3p8_DZ_v8,358,DQM,L1_TripleMu0 OR L1_TripleMu_5_5_3 OR L1_TripleMu_5_3_3 OR L1_TripleMu3_SQ
HLT_TripleMu_5_3_3_Mass3p8_DZ_v8,358,PhysicsMuons,L1_TripleMu0 OR L1_TripleMu_5_5_3 OR L1_TripleMu_5_3_3 OR L1_TripleMu3_SQ
HLT_TripleMu_10_5_5_DZ_v10,359,DQM,L1_TripleMu0 OR L1_TripleMu_5_5_3 OR L1_TripleMu_5_3_3 OR L1_TripleMu3_SQ
HLT_TripleMu_10_5_5_DZ_v10,359,PhysicsMuons,L1_TripleMu0 OR L1_TripleMu_5_5_3 OR L1_TripleMu_5_3_3 OR L1_TripleMu3_SQ
HLT_TripleMu_12_10_5_v10,360,PhysicsMuons,L1_TripleMu0 OR L1_TripleMu_5_5_3 OR L1_TripleMu_5_3_3 OR L1_TripleMu3_SQ
HLT_TripleMu_12_10_5_v10,360,DQM,L1_TripleMu0 OR L1_TripleMu_5_5_3 OR L1_TripleMu_5_3_3 OR L1_TripleMu3_SQ
HLT_Tau3Mu_Mu7_Mu1_TkMu1_Tau15_v4,361,PhysicsMuons,L1_DoubleMu_15_7 OR L1_DoubleMu4_SQ_OS_dR_Max1p2 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_SingleMu22 OR L1_SingleMu25 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_TripleMu_5SQ_3SQ_0OQ_DoubleMu_5_3_SQ_OS_Mass_Max9 OR L1_TripleMu_5SQ_3SQ_0_DoubleMu_5_3_SQ_OS_Mass_Max9
HLT_Tau3Mu_Mu7_Mu1_TkMu1_Tau15_v4,361,DQM,L1_DoubleMu_15_7 OR L1_DoubleMu4_SQ_OS_dR_Max1p2 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_SingleMu22 OR L1_SingleMu25 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_TripleMu_5SQ_3SQ_0OQ_DoubleMu_5_3_SQ_OS_Mass_Max9 OR L1_TripleMu_5SQ_3SQ_0_DoubleMu_5_3_SQ_OS_Mass_Max9
HLT_Tau3Mu_Mu7_Mu1_TkMu1_Tau15_Charge1_v4,362,PhysicsMuons,L1_DoubleMu_15_7 OR L1_DoubleMu4_SQ_OS_dR_Max1p2 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_SingleMu22 OR L1_SingleMu25 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_TripleMu_5SQ_3SQ_0OQ_DoubleMu_5_3_SQ_OS_Mass_Max9 OR L1_TripleMu_5SQ_3SQ_0_DoubleMu_5_3_SQ_OS_Mass_Max9
HLT_Tau3Mu_Mu7_Mu1_TkMu1_Tau15_Charge1_v4,362,DQM,L1_DoubleMu_15_7 OR L1_DoubleMu4_SQ_OS_dR_Max1p2 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_SingleMu22 OR L1_SingleMu25 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_TripleMu_5SQ_3SQ_0OQ_DoubleMu_5_3_SQ_OS_Mass_Max9 OR L1_TripleMu_5SQ_3SQ_0_DoubleMu_5_3_SQ_OS_Mass_Max9
HLT_Tau3Mu_Mu7_Mu1_TkMu1_IsoTau15_v4,363,PhysicsMuons,L1_DoubleMu_15_7 OR L1_DoubleMu4_SQ_OS_dR_Max1p2 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_SingleMu22 OR L1_SingleMu25 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_TripleMu_5SQ_3SQ_0OQ_DoubleMu_5_3_SQ_OS_Mass_Max9 OR L1_TripleMu_5SQ_3SQ_0_DoubleMu_5_3_SQ_OS_Mass_Max9
HLT_Tau3Mu_Mu7_Mu1_TkMu1_IsoTau15_v4,363,DQM,L1_DoubleMu_15_7 OR L1_DoubleMu4_SQ_OS_dR_Max1p2 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_SingleMu22 OR L1_SingleMu25 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_TripleMu_5SQ_3SQ_0OQ_DoubleMu_5_3_SQ_OS_Mass_Max9 OR L1_TripleMu_5SQ_3SQ_0_DoubleMu_5_3_SQ_OS_Mass_Max9
HLT_Tau3Mu_Mu7_Mu1_TkMu1_IsoTau15_Charge1_v4,364,PhysicsMuons,L1_DoubleMu_15_7 OR L1_DoubleMu4_SQ_OS_dR_Max1p2 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_SingleMu22 OR L1_SingleMu25 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_TripleMu_5SQ_3SQ_0OQ_DoubleMu_5_3_SQ_OS_Mass_Max9 OR L1_TripleMu_5SQ_3SQ_0_DoubleMu_5_3_SQ_OS_Mass_Max9
HLT_Tau3Mu_Mu7_Mu1_TkMu1_IsoTau15_Charge1_v4,364,DQM,L1_DoubleMu_15_7 OR L1_DoubleMu4_SQ_OS_dR_Max1p2 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_SingleMu22 OR L1_SingleMu25 OR L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_TripleMu_5SQ_3SQ_0OQ_DoubleMu_5_3_SQ_OS_Mass_Max9 OR L1_TripleMu_5SQ_3SQ_0_DoubleMu_5_3_SQ_OS_Mass_Max9
HLT_DoubleMu3_DZ_PFMET50_PFMHT60_v10,365,PhysicsMuons,L1_DoubleMu3_SQ_ETMHF50_HTT60er OR L1_DoubleMu3_SQ_ETMHF50_Jet60er2p5_OR_DoubleJet40er2p5 OR L1_DoubleMu3_SQ_ETMHF50_Jet60er2p5 OR L1_DoubleMu3_SQ_ETMHF60_Jet60er2p5
HLT_DoubleMu3_DZ_PFMET50_PFMHT60_v10,365,DQM,L1_DoubleMu3_SQ_ETMHF50_HTT60er OR L1_DoubleMu3_SQ_ETMHF50_Jet60er2p5_OR_DoubleJet40er2p5 OR L1_DoubleMu3_SQ_ETMHF50_Jet60er2p5 OR L1_DoubleMu3_SQ_ETMHF60_Jet60er2p5
HLT_DoubleMu3_DZ_PFMET70_PFMHT70_v10,366,PhysicsMuons,L1_DoubleMu3_SQ_ETMHF50_HTT60er OR L1_DoubleMu3_SQ_ETMHF50_Jet60er2p5_OR_DoubleJet40er2p5 OR L1_DoubleMu3_SQ_ETMHF50_Jet60er2p5 OR L1_DoubleMu3_SQ_ETMHF60_Jet60er2p5
HLT_DoubleMu3_DZ_PFMET70_PFMHT70_v10,366,DQM,L1_DoubleMu3_SQ_ETMHF50_HTT60er OR L1_DoubleMu3_SQ_ETMHF50_Jet60er2p5_OR_DoubleJet40er2p5 OR L1_DoubleMu3_SQ_ETMHF50_Jet60er2p5 OR L1_DoubleMu3_SQ_ETMHF60_Jet60er2p5
HLT_DoubleMu3_DZ_PFMET90_PFMHT90_v10,367,DQM,L1_DoubleMu3_SQ_ETMHF50_HTT60er OR L1_DoubleMu3_SQ_ETMHF50_Jet60er2p5_OR_DoubleJet40er2p5 OR L1_DoubleMu3_SQ_ETMHF50_Jet60er2p5 OR L1_DoubleMu3_SQ_ETMHF60_Jet60er2p5
HLT_DoubleMu3_DZ_PFMET90_PFMHT90_v10,367,PhysicsMuons,L1_DoubleMu3_SQ_ETMHF50_HTT60er OR L1_DoubleMu3_SQ_ETMHF50_Jet60er2p5_OR_DoubleJet40er2p5 OR L1_DoubleMu3_SQ_ETMHF50_Jet60er2p5 OR L1_DoubleMu3_SQ_ETMHF60_Jet60er2p5
HLT_DoubleMu3_Trk_Tau3mu_NoL1Mass_v6,368,DQM,L1_TripleMu_5SQ_3SQ_0OQ
HLT_DoubleMu3_Trk_Tau3mu_NoL1Mass_v6,368,PhysicsMuons,L1_TripleMu_5SQ_3SQ_0OQ
HLT_DoubleMu4_Jpsi_Displaced_v7,369,DQM,L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu4_SQ_OS_dR_Max1p2
HLT_DoubleMu4_Jpsi_Displaced_v7,369,PhysicsMuons,L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu4_SQ_OS_dR_Max1p2
HLT_DoubleMu4_Jpsi_NoVertexing_v7,370,DQM,L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu4_SQ_OS_dR_Max1p2
HLT_DoubleMu4_Jpsi_NoVertexing_v7,370,PhysicsMuons,L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu4_SQ_OS_dR_Max1p2
HLT_DoubleMu4_JpsiTrkTrk_Displaced_v7,371,DQM,L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu4_SQ_OS_dR_Max1p2
HLT_DoubleMu4_JpsiTrkTrk_Displaced_v7,371,PhysicsMuons,L1_DoubleMu0er1p5_SQ_OS_dR_Max1p4 OR L1_DoubleMu0er1p4_SQ_OS_dR_Max1p4 OR L1_DoubleMu4p5_SQ_OS_dR_Max1p2 OR L1_DoubleMu4_SQ_OS_dR_Max1p2
HLT_DoubleMu43NoFiltersNoVtx_v4,372,DQM,L1_DoubleMu_12_5 OR L1_DoubleMu_15_7
HLT_DoubleMu43NoFiltersNoVtx_v4,372,PhysicsMuons,L1_DoubleMu_12_5 OR L1_DoubleMu_15_7
HLT_DoubleMu48NoFiltersNoVtx_v4,373,DQM,L1_DoubleMu_12_5 OR L1_DoubleMu_15_7
HLT_DoubleMu48NoFiltersNoVtx_v4,373,PhysicsMuons,L1_DoubleMu_12_5 OR L1_DoubleMu_15_7
HLT_Mu43NoFiltersNoVtx_Photon43_CaloIdL_v5,374,PhysicsMuons,L1_Mu5_EG23er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu20_EG10er2p5 OR L1_SingleMu22
HLT_Mu43NoFiltersNoVtx_Photon43_CaloIdL_v5,374,DQM,L1_Mu5_EG23er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu20_EG10er2p5 OR L1_SingleMu22
HLT_Mu48NoFiltersNoVtx_Photon48_CaloIdL_v5,375,PhysicsMuons,L1_Mu5_EG23er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu20_EG10er2p5 OR L1_SingleMu22
HLT_Mu48NoFiltersNoVtx_Photon48_CaloIdL_v5,375,DQM,L1_Mu5_EG23er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu20_EG10er2p5 OR L1_SingleMu22
HLT_Mu38NoFiltersNoVtxDisplaced_Photon38_CaloIdL_v1,376,DQM,L1_Mu5_EG23er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu20_EG10er2p5 OR L1_SingleMu22
HLT_Mu38NoFiltersNoVtxDisplaced_Photon38_CaloIdL_v1,376,PhysicsMuons,L1_Mu5_EG23er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu20_EG10er2p5 OR L1_SingleMu22
HLT_Mu43NoFiltersNoVtxDisplaced_Photon43_CaloIdL_v1,377,PhysicsMuons,L1_Mu5_EG23er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu20_EG10er2p5 OR L1_SingleMu22
HLT_Mu43NoFiltersNoVtxDisplaced_Photon43_CaloIdL_v1,377,DQM,L1_Mu5_EG23er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu20_EG10er2p5 OR L1_SingleMu22
HLT_DoubleMu33NoFiltersNoVtxDisplaced_v1,378,DQM,L1_DoubleMu_12_5 OR L1_DoubleMu_15_7
HLT_DoubleMu33NoFiltersNoVtxDisplaced_v1,378,PhysicsMuons,L1_DoubleMu_12_5 OR L1_DoubleMu_15_7
HLT_DoubleMu40NoFiltersNoVtxDisplaced_v1,379,DQM,L1_DoubleMu_12_5 OR L1_DoubleMu_15_7
HLT_DoubleMu40NoFiltersNoVtxDisplaced_v1,379,PhysicsMuons,L1_DoubleMu_12_5 OR L1_DoubleMu_15_7
HLT_DoubleMu20_7_Mass0to30_L1_DM4_v7,380,PhysicsMuons,L1_DoubleMu4_SQ_OS
HLT_DoubleMu20_7_Mass0to30_L1_DM4_v7,380,DQM,L1_DoubleMu4_SQ_OS
HLT_DoubleMu20_7_Mass0to30_L1_DM4EG_v8,381,PhysicsMuons,L1_SingleMu22 OR L1_DoubleMu_15_7 OR L1_DoubleMu5_SQ_EG9er2p5
HLT_DoubleMu20_7_Mass0to30_L1_DM4EG_v8,381,DQM,L1_SingleMu22 OR L1_DoubleMu_15_7 OR L1_DoubleMu5_SQ_EG9er2p5
HLT_HT425_v9,382,PhysicsHadronsTaus,L1_HTT360er
HLT_HT425_v9,382,DQM,L1_HTT360er
HLT_HT430_DisplacedDijet40_DisplacedTrack_v13,383,DQM,L1_HTT360er
HLT_HT430_DisplacedDijet40_DisplacedTrack_v13,383,PhysicsHadronsTaus,L1_HTT360er
HLT_HT500_DisplacedDijet40_DisplacedTrack_v13,384,PhysicsHadronsTaus,L1_HTT320er OR L1_HTT360er
HLT_HT500_DisplacedDijet40_DisplacedTrack_v13,384,DQM,L1_HTT320er OR L1_HTT360er
HLT_HT430_DisplacedDijet60_DisplacedTrack_v13,385,PhysicsHadronsTaus,L1_HTT360er
HLT_HT430_DisplacedDijet60_DisplacedTrack_v13,385,DQM,L1_HTT360er
HLT_HT400_DisplacedDijet40_DisplacedTrack_v13,386,DQM,L1_HTT360er
HLT_HT400_DisplacedDijet40_DisplacedTrack_v13,386,PhysicsHadronsTaus,L1_HTT360er
HLT_HT400_DisplacedDijet40_DisplacedTrack_v13,386,HLTMonitor,L1_HTT360er
HLT_HT650_DisplacedDijet60_Inclusive_v13,387,PhysicsHadronsTaus,L1_HTT360er
HLT_HT650_DisplacedDijet60_Inclusive_v13,387,DQM,L1_HTT360er
HLT_HT550_DisplacedDijet60_Inclusive_v13,388,PhysicsHadronsTaus,L1_HTT360er
HLT_HT550_DisplacedDijet60_Inclusive_v13,388,HLTMonitor,L1_HTT360er
HLT_HT550_DisplacedDijet60_Inclusive_v13,388,DQM,L1_HTT360er
HLT_DiJet110_35_Mjj650_PFMET110_v9,389,DQM,L1_DoubleJet_90_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_100_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620_Jet60TT28 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620_Jet60TT28
HLT_DiJet110_35_Mjj650_PFMET110_v9,389,PhysicsHadronsTaus,L1_DoubleJet_90_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_100_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620_Jet60TT28 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620_Jet60TT28
HLT_DiJet110_35_Mjj650_PFMET120_v9,390,PhysicsHadronsTaus,L1_DoubleJet_90_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_100_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620_Jet60TT28 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620_Jet60TT28
HLT_DiJet110_35_Mjj650_PFMET120_v9,390,DQM,L1_DoubleJet_90_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_100_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620_Jet60TT28 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620_Jet60TT28
HLT_DiJet110_35_Mjj650_PFMET130_v9,391,DQM,L1_DoubleJet_90_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_100_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620_Jet60TT28 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620_Jet60TT28
HLT_DiJet110_35_Mjj650_PFMET130_v9,391,PhysicsHadronsTaus,L1_DoubleJet_90_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_100_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620_Jet60TT28 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620_Jet60TT28
HLT_TripleJet110_35_35_Mjj650_PFMET110_v9,392,DQM,L1_DoubleJet_90_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_100_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620_Jet60TT28 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620_Jet60TT28
HLT_TripleJet110_35_35_Mjj650_PFMET110_v9,392,PhysicsHadronsTaus,L1_DoubleJet_90_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_100_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620_Jet60TT28 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620_Jet60TT28
HLT_TripleJet110_35_35_Mjj650_PFMET120_v9,393,PhysicsHadronsTaus,L1_DoubleJet_90_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_100_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620_Jet60TT28 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620_Jet60TT28
HLT_TripleJet110_35_35_Mjj650_PFMET120_v9,393,DQM,L1_DoubleJet_90_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_100_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620_Jet60TT28 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620_Jet60TT28
HLT_TripleJet110_35_35_Mjj650_PFMET130_v9,394,PhysicsHadronsTaus,L1_DoubleJet_90_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_100_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620_Jet60TT28 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620_Jet60TT28
HLT_TripleJet110_35_35_Mjj650_PFMET130_v9,394,DQM,L1_DoubleJet_90_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_100_30_DoubleJet30_Mass_Min620 OR L1_DoubleJet_110_35_DoubleJet35_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620 OR L1_DoubleJet_115_40_DoubleJet40_Mass_Min620_Jet60TT28 OR L1_DoubleJet_120_45_DoubleJet45_Mass_Min620_Jet60TT28
HLT_Ele30_eta2p1_WPTight_Gsf_CentralPFJet35_EleCleaned_v13,395,DQM,L1_LooseIsoEG26er2p1_Jet34er2p5_dR_Min0p3 OR L1_LooseIsoEG28er2p1_Jet34er2p5_dR_Min0p3 OR L1_LooseIsoEG30er2p1_Jet34er2p5_dR_Min0p3 OR L1_SingleEG26er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG32er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5
